"Gender","Age","WorkType","Position","V1","V2r","V3","V4","V5","V6","V7","SDS1r","SDaw2","SDS3r","SDaw4","SDS5r","SDaw6","SDS7r","SDaw8","SDS9r","SDaw10","MF1","MF2","MF3","MF4","MF5","MF6","MF7","MF8","MF9","MF10","MF11","MF12","MF13","MF14","MF15","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","mach1","mach2","mach3","mach4","mach5","mach6","mach7","mach8","mach9","narc1","narc2","narc3","narc4","narc5","narc6","narc7","narc8","narc9","psy1","psy2","psy3","psy4","psy5","psy6","psy7","psy8","psy9","Energia","Uvedomovanie","Agentnost","Sustredenost","Smerovanie","Tlak","Vazby","Zdatnost","Pochybnosti","Izolacia","Zdroje","Bariery","Presadzovanie","Potreba_uznania","Indiferentnost","AgeCLASS1","AgeCLASS2","AgeCLASS3","weight1","weight2","weight3","ZGender","ZAge","ZWorkType","ZPosition","ZVitality","ZSelf_Awareness","ZChoice_Perception","ZMindfulness","ZS_Autonomy","ZF_Autonomy","ZS_Relatedness","ZS_Competency","ZF_Competency","ZF_Relatedness","ZNeeds_satisfaction","ZNeeds_frustration","ZMachiavellianism","ZNarcissism","ZPsychopathy"
1,25,0,0,6,6,3,6,6,3,4,2,5,3,4,4,4,2,4,3,4,2,4,4,5,5,1,3,4,4,5,3,2,1,3,5,4,3,4,1,4,2,3,4,4,1,4,3,4,5,4,1,4,3,4,2,4,2,3,4,2,4,3,3,4,2,4,4,4,2,4,3,1,2,3,2,1,4,2,2,1,3,3,1,5,1,2,4.85714285714286,4.2,2.8,3.4,3.75,3.5,4,3.75,3,1.25,3.83333333333333,2.58333333333333,3.33333333333333,2.44444444444444,2.22222222222222,NA,2,NA,NA,0.4,NA,0.929926776408983,-1.06988194775677,-0.586045735337861,-0.678645233146201,0.0402797041943286,-0.0706519412898917,-0.8570476507427,-0.948069171410934,-0.230128159126536,1.05837996164192,-0.0737471480429018,-0.584405579114617,0.88580725439029,-0.60513362606556,-0.360999388516318,0.598335509635255,0.628858485399859,-0.418244652914541,0.333864230420206
0,32,0,0,6,6,6,6,7,6,5,4,5,4,5,3,5,4,5,4,5,4,5,5,2,2,4,5,5,4,5,6,6,2,5,5,5,1,4,2,5,1,5,1,4,2,5,2,4,2,5,1,5,1,5,1,5,1,4,1,2,2,3,4,2,1,3,1,4,4,5,2,4,5,5,3,5,3,2,4,1,1,1,2,1,1,1,6,5,3.8,4.33333333333333,4.75,1.25,4.5,4.75,1.25,1.5,4.66666666666667,1.33333333333333,2.44444444444444,4,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.227852832311975,-0.586045735337861,-0.678645233146201,1.02377581493916,1.01175427036704,0.177624626420926,0.237776152915218,1.05727137546201,-1.36536989406779,0.601500176224951,0.691056876606663,-0.943790609410809,-0.299700116268473,0.944032330611124,-1.08304848323364,-0.569551506288981,1.7926310767961,-0.653407959787912
1,44,0,0,6,6,6,6,7,6,5,3,5,3,5,4,5,3,5,3,5,6,6,5,6,6,4,6,5,6,6,5,6,5,6,6,3,2,4,4,5,1,4,2,4,1,5,2,4,1,5,1,5,1,4,1,5,2,5,2,3,3,3,2,3,2,4,3,3,4,4,2,1,3,3,1,3,1,1,2,2,1,4,1,1,2,1,6,5,3.2,5.6,3.75,1.5,4.5,5,1.5,2,4.41666666666667,1.66666666666667,2.88888888888889,2.44444444444444,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,1.21562565130768,-0.586045735337861,-0.678645233146201,1.02377581493916,1.01175427036704,-0.443178739877249,1.84713766450071,-0.230128159126536,-1.09606435454449,0.601500176224951,1.00992249053698,-0.682419486010652,0.311166903325703,0.552522814872891,-0.634679418468602,0.0296534895554387,-0.418244652914541,-0.488862594753225
1,28,0,0,5,5,3,5,4,4,5,4,4,3,4,4,4,3,4,4,5,5,6,5,6,4,1,4,4,5,4,5,6,4,4,5,3,2,3,2,3,2,3,2,4,1,3,2,3,4,4,2,3,3,3,2,3,2,4,2,3,2,4,5,3,2,5,2,3,2,3,2,2,4,4,1,2,4,1,2,1,3,2,1,1,2,2,4.42857142857143,4.2,3.6,4.53333333333333,3,2.5,3.5,3.25,2.25,1.75,3.25,2.16666666666667,3.22222222222222,2.66666666666667,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.709012326851859,-0.586045735337861,-0.678645233146201,-0.328531337334982,-0.0706519412898917,-0.0293098290117988,0.491885865270822,-1.19567781006795,-0.0188421964512869,-0.748994472310755,-1.22213680697526,0.101693884189819,0.005733393528615,-1.27452159190553,0.0378741786789563,0.479057236438754,-0.102405262955878,-0.488862594753225
0,33,0,1,6,6,5,7,7,6,6,5,1,5,5,5,5,5,5,5,5,4,6,6,6,4,4,5,6,2,6,6,6,4,6,5,5,2,5,1,5,1,5,1,5,1,5,2,5,1,5,1,5,1,5,1,5,1,5,1,3,2,2,1,1,1,2,1,1,5,4,3,1,2,4,1,4,1,1,1,1,2,1,1,1,1,1,6.14285714285714,4.2,5,5.06666666666667,5,1.25,5,5,1.25,1,5,1.16666666666667,1.55555555555556,2.77777777777778,1.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.107562958677004,-0.586045735337861,1.47100939725204,1.14671282878226,-0.0706519412898917,1.41923135901728,1.16951176488577,1.37912125910915,-1.36536989406779,1.2767475004928,1.00992249053698,-0.943790609410809,-0.910567135862648,1.4660450182621,-1.30723301561616,-1.76796149797782,0.0555144320234535,-1.31158941992666
0,39,0,1,7,6,6,7,7,6,6,4,5,4,5,3,5,5,5,5,5,6,5,6,5,4,2,6,6,5,6,6,5,4,5,6,4,2,4,1,4,1,4,1,5,1,4,1,5,1,5,1,5,1,4,1,5,1,5,1,3,2,2,2,2,1,4,3,4,3,3,2,2,5,3,1,4,2,1,4,1,2,4,1,5,1,1,6.42857142857143,5,4.2,5.13333333333333,4.25,1.25,4.75,4.5,1,1,4.5,1.08333333333333,2.55555555555556,2.77777777777778,2.22222222222222,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.614176283132823,-0.586045735337861,1.47100939725204,1.39258685646847,1.01175427036704,0.591493537286377,1.25421500233764,0.413571608167739,-1.36536989406779,0.939123838358878,0.372191262676343,-1.20516173281097,-0.910567135862648,0.683025986785635,-1.41932528180742,-0.419750257327877,0.0555144320234535,0.333864230420206
1,40,0,0,7,7,5,6,6,4,6,4,4,4,4,3,4,3,5,3,5,2,6,5,6,5,2,5,5,5,6,5,3,5,5,5,5,2,3,1,4,1,4,1,5,1,5,1,4,3,5,2,4,2,3,2,3,1,5,1,4,2,1,1,1,1,3,3,3,5,3,3,5,3,3,1,3,1,1,3,1,1,3,2,1,1,1,5.85714285714286,4.4,3.4,4.66666666666667,4,2,4,4.5,1.25,1.25,4.16666666666667,1.5,2.11111111111111,3,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.734466156767794,-0.586045735337861,-0.678645233146201,0.900838801096056,0.199949611624342,-0.236244284444524,0.661292340174559,0.0917217245206013,-0.557453275497888,-0.0737471480429018,0.372191262676343,-0.943790609410809,-0.60513362606556,0.161013299134659,-0.858863950851121,-1.0189552531723,0.371353821982117,-0.653407959787912
0,46,0,1,6,6,5,6,6,6,6,5,5,5,5,3,5,4,5,4,5,2,6,6,3,3,2,3,4,5,4,5,5,5,5,6,5,2,4,1,5,2,5,2,5,1,5,1,5,2,5,1,5,2,5,1,5,1,5,1,2,3,4,3,5,1,4,1,2,5,5,3,5,4,2,4,5,3,1,5,1,2,1,1,1,1,1,5.85714285714286,5,4.2,4.26666666666667,5,1.75,4.75,5,1.5,1,4.91666666666667,1.41666666666667,2.77777777777778,4,1.55555555555556,NA,NA,3,NA,NA,2.7,-1.07351841100155,1.45620539857762,-0.586045735337861,1.47100939725204,0.900838801096056,1.01175427036704,0.591493537286377,0.15307291546335,1.37912125910915,-0.826758815021189,0.939123838358878,1.00992249053698,-0.682419486010652,-0.910567135862648,1.33554184634936,-0.970956217042381,-0.120147759405666,1.7926310767961,-0.653407959787912
1,52,0,1,6,7,4,7,7,5,5,3,5,3,5,3,5,3,5,3,5,4,5,6,5,3,5,5,5,5,6,6,5,5,6,6,4,3,4,2,5,1,4,3,5,1,5,2,4,1,5,1,5,1,3,2,5,1,5,1,3,3,4,2,4,2,5,2,3,5,5,3,1,5,5,4,4,3,1,3,1,1,1,2,1,1,1,5.85714285714286,5,3,5.13333333333333,3.75,2.25,4.75,5,1.25,1.25,4.5,1.58333333333333,3.11111111111111,3.88888888888889,1.33333333333333,NA,NA,3,NA,NA,2.7,0.929926776408983,2.17794464038745,-0.586045735337861,1.47100939725204,0.900838801096056,1.01175427036704,-0.650113195309975,1.25421500233764,-0.230128159126536,-0.288147735974587,0.939123838358878,1.00992249053698,-0.943790609410809,-0.60513362606556,0.683025986785635,-0.746771684659861,0.329255987477649,1.63471138181677,-0.982498689857284
1,43,0,1,6,6,5,7,7,6,6,4,5,3,5,4,5,5,5,5,4,5,6,6,6,6,4,5,5,5,5,4,4,5,5,5,5,2,5,1,4,1,5,1,5,1,5,1,5,3,5,1,5,1,5,1,5,2,5,1,3,2,2,2,1,1,3,3,2,4,4,1,1,3,2,1,2,3,1,2,1,3,2,2,2,1,1,6.14285714285714,4.8,4.2,5.06666666666667,5,1.75,5,4.75,1,1.25,4.91666666666667,1.33333333333333,2.11111111111111,2.33333333333333,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,1.09533577767271,-0.586045735337861,1.47100939725204,1.14671282878226,0.741152717452809,0.591493537286377,1.16951176488577,1.37912125910915,-0.826758815021189,1.2767475004928,0.691056876606663,-1.20516173281097,-0.60513362606556,1.33554184634936,-1.08304848323364,-1.0189552531723,-0.576164347893873,-0.488862594753225
1,35,0,1,6,6,6,7,6,4,6,4,4,4,4,5,5,4,5,5,4,5,5,3,5,4,5,3,3,5,3,6,3,2,3,5,4,4,4,2,5,1,4,1,5,2,4,2,5,3,4,1,4,1,4,2,5,1,5,2,3,3,4,2,3,2,3,4,3,4,4,4,4,4,3,3,4,2,2,4,2,3,3,2,5,1,2,5.85714285714286,4.4,4.4,4,4.25,2.5,4.5,4.5,1.5,1.5,4.41666666666667,1.83333333333333,3,3.55555555555556,2.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,1.47100939725204,0.900838801096056,0.199949611624342,0.798427992719102,-0.185740034344122,0.413571608167739,-0.0188421964512869,0.601500176224951,0.372191262676343,-0.682419486010652,-0.299700116268473,0.552522814872891,-0.410494886086082,0.179454738516544,1.16095229687877,0.992045690558951
1,47,0,1,5,6,2,5,5,5,4,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,2,4,4,4,4,2,5,4,4,5,3,2,4,1,4,2,4,2,4,1,4,1,5,2,5,1,4,2,4,2,5,1,5,1,3,2,2,3,1,1,2,2,2,4,3,2,3,3,4,2,5,1,1,2,1,1,1,1,2,1,1,4.57142857142857,4,3.6,4,4,2,4.5,4.25,1.5,1,4.25,1.5,2,3,1.22222222222222,NA,NA,3,NA,NA,2.7,0.929926776408983,1.57649527221259,-0.586045735337861,1.47100939725204,-0.205594323491879,-0.341253494204126,-0.0293098290117988,-0.185740034344122,0.0917217245206013,-0.557453275497888,0.601500176224951,0.0533256487460231,-0.682419486010652,-0.910567135862648,0.291516471047402,-0.858863950851121,-1.1687565021334,0.371353821982117,-1.14704405489197
0,41,0,1,6,6,2,7,7,4,5,3,5,4,4,5,5,4,5,4,5,5,6,6,6,6,3,6,6,6,6,4,6,1,4,5,4,3,5,1,4,1,4,1,5,1,5,1,4,2,5,1,5,1,5,3,5,1,5,1,5,1,1,2,2,1,3,3,3,2,5,5,3,5,2,1,1,5,1,1,1,2,1,1,1,1,1,5.28571428571429,4.8,4,5.06666666666667,4.25,2.25,5,4.75,1,1,4.66666666666667,1.41666666666667,2.33333333333333,3.22222222222222,1.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.854756030402765,-0.586045735337861,1.47100939725204,0.40909074572364,0.741152717452809,0.384559081853652,1.16951176488577,0.413571608167739,-0.288147735974587,1.2767475004928,0.691056876606663,-1.20516173281097,-0.910567135862648,0.944032330611124,-0.970956217042381,-0.719352755250086,0.68719321194078,-1.31158941992666
1,36,0,0,6,6,1,6,6,5,5,5,5,4,5,5,4,2,5,3,5,4,6,4,5,6,3,6,3,6,6,2,6,6,4,4,4,1,5,1,5,1,5,2,5,1,5,1,5,5,5,1,4,2,5,2,5,1,4,2,2,4,4,1,1,1,1,5,2,3,5,3,1,5,4,3,2,1,1,2,1,2,1,1,2,1,1,5,4.8,3.8,4.73333333333333,4.75,2.5,5,4.5,1.5,1,4.75,1.66666666666667,2.33333333333333,3,1.33333333333333,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,-0.678645233146201,0.163216718037433,0.741152717452809,0.177624626420926,0.745995577626427,1.05727137546201,-0.0188421964512869,1.2767475004928,0.372191262676343,-0.682419486010652,-0.910567135862648,1.07453550252387,-0.634679418468602,-0.719352755250086,0.371353821982117,-0.982498689857284
1,33,0,0,5,6,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,6,6,6,1,4,1,2,3,5,6,3,3,6,3,3,5,1,3,1,5,1,5,1,4,5,5,2,5,3,5,3,5,1,5,3,5,2,5,1,5,4,3,1,1,1,4,1,2,2,5,3,3,4,2,1,3,4,1,5,3,3,4,3,1,4,1,4.71428571428571,4.8,5,3.86666666666667,5,2,4.25,5,1.25,2.75,4.75,2,2.44444444444444,3,2.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.107562958677004,-0.586045735337861,-0.678645233146201,-0.0826573096487748,0.741152717452809,1.41923135901728,-0.355146509247858,1.37912125910915,-0.557453275497888,0.263876514091025,1.00992249053698,-0.943790609410809,1.22746743271697,1.07453550252387,-0.186310353703563,-0.569551506288981,0.371353821982117,1.15659105559364
0,28,1,0,2,2,3,2,3,2,2,4,4,3,5,4,1,4,5,4,5,5,5,4,2,2,1,3,3,4,3,2,4,1,3,3,4,3,2,3,4,1,2,2,1,2,4,4,5,4,2,2,4,2,2,4,2,3,4,4,5,4,4,4,5,5,2,3,4,2,1,3,2,4,2,1,3,4,4,2,2,3,4,3,1,1,1,2.28571428571429,4,3.8,3,3.25,3.25,1.75,4,2.75,2.5,3,2.83333333333333,4,2.44444444444444,2.33333333333333,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.709012326851859,1.70343960404871,-0.678645233146201,-2.17258654498154,-0.341253494204126,0.177624626420926,-1.45628859612214,-0.873827926420811,0.789074422118615,-3.11236010724824,-0.265539965184297,0.624436130990133,0.922033922919878,-1.66603110764376,0.934612308209034,1.52766597916649,-0.418244652914541,0.498409595454893
1,47,1,1,6,2,5,5,6,6,6,4,5,5,3,5,5,5,4,4,4,5,6,3,2,2,2,3,4,4,4,2,2,3,3,2,5,1,4,3,4,2,2,2,4,3,5,1,5,2,2,4,5,2,5,4,2,2,5,4,5,2,2,2,3,1,5,2,4,4,2,1,2,1,1,1,5,2,1,3,1,1,2,1,1,1,2,5.14285714285714,4.2,4.6,3.13333333333333,4.25,2.25,3,4.75,2.25,3,4,2.5,2.88888888888889,2.11111111111111,1.44444444444444,NA,NA,3,NA,NA,2.7,0.929926776408983,1.57649527221259,1.70343960404871,1.47100939725204,0.286153731880537,-0.0706519412898917,1.00536244815183,-1.28688212121841,0.413571608167739,-0.288147735974587,-1.42424179657861,0.691056876606663,0.101693884189819,1.53290094251405,-0.0999930446908302,0.486243243443995,0.0296534895554387,-0.892003737852536,-0.817953324822598
0,36,0,0,6,6,6,7,7,4,4,2,2,1,4,3,5,2,5,2,3,6,4,6,5,6,1,6,5,5,5,3,4,2,4,6,1,4,3,1,5,1,5,5,5,1,5,4,4,3,5,1,5,5,4,1,3,2,4,4,3,1,3,5,5,1,5,5,2,1,1,1,3,5,4,4,1,5,1,1,1,4,1,4,5,5,1,5.71428571428571,3.8,2,4.53333333333333,3.5,3.25,4,4.75,3.5,1.25,4.08333333333333,2.66666666666667,3.33333333333333,2.77777777777778,2.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.25330666222791,-0.586045735337861,-0.678645233146201,0.777901787252952,-0.61185504711836,-1.6847854724736,0.491885865270822,-0.551978042773673,0.789074422118615,-0.0737471480429018,0.691056876606663,1.4085495011906,-0.60513362606556,0.0305101272219135,0.710427775826514,0.628858485399859,0.0555144320234535,0.827500325524265
0,35,0,0,5,6,4,5,4,5,4,3,3,3,3,3,4,4,5,4,4,3,6,2,5,4,2,5,6,3,6,3,6,1,5,6,4,4,2,3,5,1,4,3,3,2,5,1,4,1,5,1,5,1,4,2,3,2,5,1,3,1,2,4,2,1,1,4,3,3,2,3,2,2,2,1,1,1,3,2,1,1,3,1,1,1,1,4.71428571428571,3.8,3.4,4.2,4,2.5,3.25,5,1,2,4.08333333333333,1.83333333333333,2.33333333333333,1.88888888888889,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.133016788592939,-0.586045735337861,-0.678645233146201,-0.0826573096487748,-0.61185504711836,-0.236244284444524,0.0683696780114825,0.0917217245206013,-0.0188421964512869,-1.08661813444468,1.00992249053698,-1.20516173281097,0.311166903325703,0.0305101272219135,-0.410494886086082,-0.719352755250086,-1.2078431278112,-0.653407959787912
1,43,0,1,5,5,2,5,6,2,3,4,4,2,4,4,4,2,5,2,5,4,5,2,2,4,1,2,3,3,5,2,6,4,4,5,2,4,4,1,4,2,3,4,5,2,5,4,3,5,4,1,5,2,3,5,4,2,4,1,4,2,3,2,2,1,5,3,1,3,3,2,1,1,3,1,2,3,1,2,1,2,2,1,1,1,2,4,4.4,2.8,3.46666666666667,2.75,4.5,4.25,4.5,2.25,1.5,3.83333333333333,2.75,2.55555555555556,2.11111111111111,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,1.09533577767271,-0.586045735337861,1.47100939725204,-0.697342378864294,0.199949611624342,-0.8570476507427,-0.863365933959066,-1.51752769371509,2.13560211973512,0.263876514091025,0.372191262676343,0.101693884189819,-0.299700116268473,-0.360999388516318,0.822520042017774,-0.419750257327877,-0.892003737852536,-0.817953324822598
1,31,0,0,3,5,1,2,2,2,1,2,2,3,4,3,3,3,2,4,3,4,3,4,1,4,2,2,3,4,3,3,5,2,3,5,4,1,3,1,4,3,4,3,3,1,2,3,4,4,4,2,3,4,3,3,4,2,4,3,3,2,4,4,4,2,3,3,3,3,3,4,1,1,2,1,2,2,1,2,1,4,4,1,1,1,2,2.28571428571429,2.8,3,3.2,3.75,2.75,3.5,3.25,3.25,1.5,3.5,2.5,3.11111111111111,2.11111111111111,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.348142705946946,-0.586045735337861,-0.678645233146201,-2.17258654498154,-1.96486281168953,-0.650113195309975,-1.20217888376654,-0.230128159126536,0.250463343072014,-0.748994472310755,-1.22213680697526,1.14717837779045,-0.299700116268473,-0.883012076167295,0.486243243443995,0.329255987477649,-0.892003737852536,-0.159771864683853
0,40,0,1,7,7,5,6,7,4,5,3,3,4,4,3,3,3,5,4,5,6,6,6,5,5,5,4,5,4,6,3,6,6,4,6,4,2,4,1,4,1,4,2,5,1,5,1,4,3,5,1,4,1,5,2,4,2,4,3,3,1,3,3,2,1,2,4,3,3,1,2,1,3,1,1,3,2,1,3,1,1,1,1,5,1,1,5.85714285714286,4,3.4,5.13333333333333,4.25,2.25,4.5,4.25,1.5,1.25,4.33333333333333,1.66666666666667,2.44444444444444,1.88888888888889,1.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.734466156767794,-0.586045735337861,1.47100939725204,0.900838801096056,-0.341253494204126,-0.236244284444524,1.25421500233764,0.413571608167739,-0.288147735974587,0.601500176224951,0.0533256487460231,-0.682419486010652,-0.60513362606556,0.422019642960146,-0.634679418468602,-0.569551506288981,-1.2078431278112,-0.488862594753225
0,34,0,0,7,2,3,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,3,6,1,6,6,5,5,6,6,4,6,5,5,1,5,1,5,1,5,1,4,1,5,1,5,2,3,1,5,1,4,1,4,2,5,1,3,1,1,1,1,1,3,4,4,4,4,1,1,1,1,1,2,2,1,4,1,1,1,1,3,1,1,4.57142857142857,5,5,5,4.75,1.25,4,5,1,1.25,4.58333333333333,1.16666666666667,2.11111111111111,1.88888888888889,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,-0.678645233146201,-0.205594323491879,1.01175427036704,1.41923135901728,1.0848085274339,1.05727137546201,-1.36536989406779,-0.0737471480429018,1.00992249053698,-1.20516173281097,-0.60513362606556,0.813529158698379,-1.30723301561616,-1.0189552531723,-1.2078431278112,-0.653407959787912
1,29,0,0,6,6,5,6,5,2,5,2,5,2,4,3,5,4,5,2,4,5,2,2,3,5,1,2,2,3,2,3,2,2,2,2,4,3,4,1,2,4,4,2,5,1,3,4,4,4,4,1,2,4,4,2,5,1,4,1,4,2,4,3,2,1,4,2,4,4,4,2,3,4,1,1,1,4,1,2,1,2,5,1,2,1,2,5,4.6,2.6,2.53333333333333,4,2.75,4.5,2.75,3.25,1,3.75,2.33333333333333,2.88888888888889,2.66666666666667,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.588722453216888,-0.586045735337861,-0.678645233146201,0.163216718037433,0.470551164538575,-1.06398210617542,-2.04921125828522,0.0917217245206013,0.250463343072014,0.601500176224951,-1.8598680348359,1.14717837779045,-0.910567135862648,-0.491502560429063,0.262058711061476,0.0296534895554387,-0.102405262955878,-0.159771864683853
0,40,0,1,5,5,6,6,6,5,7,3,3,3,3,3,3,3,3,4,3,5,6,4,4,4,2,2,3,4,5,2,2,4,3,4,2,2,3,5,5,1,5,2,5,4,5,1,5,5,5,5,5,1,4,2,5,2,5,2,3,3,3,3,4,1,1,1,1,4,5,5,3,3,5,1,5,3,1,5,1,1,1,1,5,1,1,5.71428571428571,3,3.2,3.6,4,2.75,4.5,5,1.25,4,4.5,2.66666666666667,2.22222222222222,3.77777777777778,1.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.734466156767794,-0.586045735337861,1.47100939725204,0.777901787252952,-1.69426125877529,-0.443178739877249,-0.69395945905533,0.0917217245206013,0.250463343072014,0.601500176224951,1.00992249053698,-0.943790609410809,2.7546349817024,0.683025986785635,0.710427775826514,-0.869154004211191,1.47679168683744,-0.159771864683853
1,41,0,0,7,6,5,6,7,5,5,2,5,3,5,3,4,3,5,3,5,5,5,5,5,3,2,4,5,4,5,5,4,4,4,6,4,2,3,3,4,2,3,2,5,1,4,2,4,2,5,2,4,2,3,2,5,2,3,3,3,1,3,1,1,1,1,2,5,3,4,2,2,4,4,1,1,5,1,2,1,3,3,1,1,1,1,5.85714285714286,4.8,2.8,4.4,3.5,2,4.5,3.75,2.25,2,3.91666666666667,2.08333333333333,2,2.88888888888889,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.854756030402765,-0.586045735337861,-0.678645233146201,0.900838801096056,0.741152717452809,-0.8570476507427,0.322479390367087,-0.551978042773673,-0.557453275497888,0.601500176224951,-0.584405579114617,0.101693884189819,0.311166903325703,-0.230496216603575,-0.074218087512303,-1.1687565021334,0.213434127002785,-0.653407959787912
0,22,0,0,2,5,1,3,2,2,2,2,3,2,4,1,4,1,3,1,5,3,5,5,1,3,1,3,3,4,4,3,6,3,4,5,3,5,3,3,3,3,3,4,4,3,3,3,3,4,4,2,2,4,3,4,3,3,3,3,4,2,2,3,4,1,2,3,3,1,1,1,2,2,4,1,2,2,1,2,1,2,4,1,1,1,2,2.42857142857143,3.8,1.4,3.53333333333333,3,4.25,3.5,2.75,3.25,2.75,3.08333333333333,3.41666666666667,2.66666666666667,1.77777777777778,1.66666666666667,1,NA,NA,0.46,NA,NA,-1.07351841100155,-1.43075156866169,-0.586045735337861,-0.678645233146201,-2.04964953113844,-0.61185504711836,-2.30558883877178,-0.778662696507198,-1.19567781006795,1.86629658021182,-0.748994472310755,-1.8598680348359,1.14717837779045,1.22746743271697,-1.53552793573102,1.71925817154785,-0.269949008366771,-1.36576282279053,-0.488862594753225
0,32,1,1,7,6,7,6,6,4,5,3,5,4,5,5,5,5,5,4,5,5,6,5,2,4,2,6,5,5,6,3,6,1,3,6,5,2,4,1,5,1,5,3,3,3,5,1,5,3,4,1,5,1,5,1,5,3,5,3,3,5,4,2,4,3,5,4,5,5,3,3,3,4,2,1,5,4,1,4,1,1,3,2,3,1,3,5.85714285714286,5,4.2,4.33333333333333,5,2.25,4,5,1.5,2,4.66666666666667,1.91666666666667,3.88888888888889,3.33333333333333,2.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.227852832311975,1.70343960404871,1.47100939725204,0.900838801096056,1.01175427036704,0.591493537286377,0.237776152915218,1.37912125910915,-0.288147735974587,-0.0737471480429018,1.00992249053698,-0.682419486010652,0.311166903325703,0.944032330611124,-0.298402619894822,1.37786473020538,0.845112906920112,0.16931886538552
1,23,0,0,5,3,3,5,6,4,4,5,4,5,4,5,5,4,5,3,5,3,5,4,2,4,1,4,5,3,4,3,2,4,3,5,5,3,3,2,4,2,5,2,4,2,4,3,4,2,3,1,5,2,4,3,5,1,5,2,5,4,2,1,3,1,5,3,4,4,4,2,3,4,1,1,3,4,1,4,1,1,2,1,5,1,3,4.28571428571429,4.6,4.4,3.46666666666667,4.5,2.5,3.75,4.5,2.25,1.5,4.25,2.08333333333333,3.11111111111111,2.88888888888889,2.11111111111111,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.31046169502671,-0.586045735337861,-0.678645233146201,-0.451468351178087,0.470551164538575,0.798427992719102,-0.863365933959066,0.735421491814876,-0.0188421964512869,-0.411370810176828,0.372191262676343,0.101693884189819,-0.299700116268473,0.291516471047402,-0.074218087512303,0.329255987477649,0.213434127002785,0.16931886538552
1,20,0,0,2,2,1,2,2,2,2,1,1,1,1,2,3,2,1,1,1,1,2,3,2,5,2,2,3,3,3,3,5,2,3,6,3,4,3,4,1,4,1,3,3,3,2,5,4,3,2,3,2,4,2,5,2,3,4,5,5,3,3,4,4,2,5,3,3,1,2,2,2,1,2,1,2,1,3,4,2,3,3,2,3,2,3,1.85714285714286,1.4,1.4,3,2.5,3.75,2.5,2.25,4.5,3.25,2.41666666666667,3.83333333333333,3.55555555555556,1.55555555555556,2.77777777777778,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.67133131593163,-0.586045735337861,-0.678645233146201,-2.54139758651085,-3.85907368208916,-2.30558883877178,-1.45628859612214,-1.83937757736222,1.32768550116522,-2.09948912084646,-2.49759926269654,2.45403399479123,1.83833445231114,-2.57955331103297,2.27971950250415,0.928460983322069,-1.68160221274919,1.15659105559364
